epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,2859.01,0.67123,0.38378,0.89326,0.97701,0.97216,0.97916,0.78182,0.77468,0.36827,0.90115,0.0004105,0.0004105,0.0004105
54,2913.17,0.67689,0.38542,0.8967,0.97096,0.9706,0.97428,0.78431,0.76163,0.3618,0.89324,0.000406375,0.000406375,0.000406375
55,2968.38,0.67532,0.38685,0.89452,0.97465,0.9715,0.98025,0.78959,0.75567,0.36155,0.89252,0.00040225,0.00040225,0.00040225
56,3022.6,0.6664,0.38529,0.89251,0.97523,0.96608,0.97819,0.78279,0.75453,0.36419,0.89293,0.000398125,0.000398125,0.000398125
57,3075.9,0.66862,0.37865,0.89414,0.9777,0.97544,0.97927,0.79199,0.74824,0.35514,0.88988,0.000394,0.000394,0.000394
58,3127.52,0.668,0.38268,0.89352,0.98218,0.96703,0.97945,0.78461,0.77358,0.36888,0.89706,0.000389875,0.000389875,0.000389875
59,3178.48,0.66222,0.37753,0.89287,0.97195,0.96544,0.97898,0.79284,0.74692,0.36321,0.88896,0.00038575,0.00038575,0.00038575
60,3228.27,0.66368,0.37656,0.89548,0.97724,0.97258,0.98108,0.78841,0.7585,0.35659,0.8952,0.000381625,0.000381625,0.000381625
61,3279.9,0.65518,0.37479,0.88943,0.97656,0.97225,0.97926,0.7948,0.73874,0.35628,0.88679,0.0003775,0.0003775,0.0003775
62,3331.2,0.64769,0.36919,0.88797,0.97205,0.97363,0.98098,0.79106,0.74434,0.3522,0.88757,0.000373375,0.000373375,0.000373375
63,3381.61,0.64924,0.36882,0.88842,0.97574,0.97312,0.9807,0.79899,0.73513,0.35133,0.88752,0.00036925,0.00036925,0.00036925
64,3430.66,0.64191,0.36624,0.88651,0.97934,0.96437,0.97727,0.79785,0.74095,0.35626,0.88693,0.000365125,0.000365125,0.000365125
65,3478.85,0.63452,0.36837,0.88371,0.97824,0.97099,0.98036,0.79468,0.73723,0.35067,0.88811,0.000361,0.000361,0.000361
66,3528.9,0.63706,0.36389,0.88469,0.98076,0.97093,0.97879,0.79913,0.73115,0.34953,0.88255,0.000356875,0.000356875,0.000356875
67,3577.5,0.63202,0.36283,0.88222,0.97958,0.97395,0.98011,0.79672,0.72493,0.34577,0.88705,0.00035275,0.00035275,0.00035275
68,3627.94,0.62467,0.36158,0.88106,0.98328,0.96552,0.98164,0.79834,0.72503,0.35058,0.88323,0.000348625,0.000348625,0.000348625
69,3679.21,0.62655,0.35732,0.88064,0.97794,0.96611,0.97978,0.79973,0.72448,0.34792,0.88587,0.0003445,0.0003445,0.0003445
70,3732.64,0.61971,0.35663,0.88252,0.97581,0.97437,0.97982,0.80118,0.72535,0.3463,0.88475,0.000340375,0.000340375,0.000340375
71,3785.79,0.62073,0.3556,0.88328,0.97498,0.96939,0.97591,0.7971,0.73795,0.35096,0.88161,0.00033625,0.00033625,0.00033625
72,3838.8,0.61617,0.35601,0.87831,0.97584,0.97432,0.97974,0.80161,0.72683,0.34249,0.88589,0.000332125,0.000332125,0.000332125
73,3889.53,0.60635,0.3518,0.878,0.97653,0.97343,0.98137,0.80563,0.71217,0.34372,0.88083,0.000328,0.000328,0.000328
74,3942.16,0.60611,0.3489,0.87697,0.97631,0.97654,0.98259,0.80983,0.70223,0.33534,0.8774,0.000323875,0.000323875,0.000323875
75,3992.82,0.61071,0.34657,0.87974,0.97615,0.97553,0.98089,0.80799,0.71131,0.3379,0.8765,0.00031975,0.00031975,0.00031975
76,4045.65,0.60589,0.3506,0.87841,0.97873,0.97444,0.98035,0.8082,0.70598,0.33301,0.87709,0.000315625,0.000315625,0.000315625
77,4095.81,0.60421,0.34811,0.87627,0.97863,0.97894,0.98365,0.81439,0.69975,0.32965,0.87943,0.0003115,0.0003115,0.0003115
78,4148.45,0.59474,0.34422,0.87517,0.98031,0.97501,0.98118,0.81074,0.69535,0.32886,0.87564,0.000307375,0.000307375,0.000307375
79,4200.3,0.59747,0.34334,0.87581,0.977,0.9786,0.9818,0.81577,0.6915,0.32746,0.87532,0.00030325,0.00030325,0.00030325
80,4253.03,0.60116,0.34423,0.87607,0.97789,0.97351,0.98185,0.81693,0.68791,0.33008,0.87619,0.000299125,0.000299125,0.000299125
81,4303.21,0.59794,0.34795,0.87755,0.98509,0.97082,0.98153,0.81599,0.68444,0.3326,0.87147,0.000295,0.000295,0.000295
82,4354.66,0.58911,0.34082,0.87484,0.98372,0.96639,0.98121,0.81851,0.67821,0.32594,0.87125,0.000290875,0.000290875,0.000290875
83,4404.36,0.58372,0.33579,0.8719,0.9848,0.97012,0.98189,0.81712,0.68394,0.32828,0.87007,0.00028675,0.00028675,0.00028675
84,4456.09,0.57682,0.33732,0.87172,0.98489,0.96621,0.98129,0.81957,0.6755,0.32739,0.87093,0.000282625,0.000282625,0.000282625
85,4509.08,0.58283,0.33647,0.87376,0.98312,0.97532,0.98256,0.82242,0.67368,0.32461,0.86927,0.0002785,0.0002785,0.0002785
86,4564.91,0.5779,0.33425,0.8741,0.97965,0.97417,0.98201,0.81642,0.67776,0.32468,0.87158,0.000274375,0.000274375,0.000274375
87,4619.46,0.57759,0.33627,0.87266,0.97438,0.97665,0.9819,0.81902,0.67131,0.32233,0.86911,0.00027025,0.00027025,0.00027025
88,4672.9,0.58035,0.33775,0.8735,0.97809,0.97851,0.98327,0.82231,0.66586,0.31721,0.86731,0.000266125,0.000266125,0.000266125
89,4724.06,0.5744,0.33501,0.87199,0.9777,0.97878,0.98376,0.82366,0.66602,0.32081,0.86682,0.000262,0.000262,0.000262
90,4777.72,0.57087,0.3308,0.87005,0.98072,0.97826,0.9827,0.82426,0.66526,0.31906,0.86575,0.000257875,0.000257875,0.000257875
91,4829.45,0.57111,0.33275,0.871,0.97823,0.97764,0.98311,0.82488,0.65796,0.31796,0.86769,0.00025375,0.00025375,0.00025375
92,4882.4,0.56109,0.32661,0.86786,0.97675,0.97816,0.98213,0.82705,0.65555,0.31454,0.86636,0.000249625,0.000249625,0.000249625
93,4934.53,0.55972,0.32686,0.86501,0.98404,0.97452,0.98359,0.82959,0.65447,0.31393,0.86396,0.0002455,0.0002455,0.0002455
94,4987.81,0.5554,0.32358,0.86715,0.97802,0.97759,0.98242,0.82885,0.65525,0.31455,0.86381,0.000241375,0.000241375,0.000241375
95,5038.9,0.55851,0.32449,0.86515,0.98291,0.9765,0.98356,0.8313,0.64711,0.3109,0.86335,0.00023725,0.00023725,0.00023725
96,5092.9,0.55065,0.32045,0.86509,0.97859,0.97873,0.98425,0.83338,0.64299,0.30812,0.86389,0.000233125,0.000233125,0.000233125
97,5147.01,0.54297,0.31907,0.86341,0.98071,0.98009,0.98479,0.83078,0.64327,0.30923,0.86428,0.000229,0.000229,0.000229
98,5200.57,0.54528,0.3181,0.86592,0.9785,0.9834,0.98427,0.83215,0.64667,0.31192,0.86148,0.000224875,0.000224875,0.000224875
99,5256.35,0.54602,0.31965,0.86449,0.98072,0.97751,0.98275,0.83056,0.64415,0.30834,0.8623,0.00022075,0.00022075,0.00022075
100,5310.8,0.54407,0.31912,0.86401,0.97906,0.98109,0.98263,0.83309,0.6404,0.30593,0.86254,0.000216625,0.000216625,0.000216625
101,5364.39,0.54327,0.31723,0.86499,0.97411,0.98074,0.98227,0.83481,0.63554,0.30358,0.86113,0.0002125,0.0002125,0.0002125
102,5417.84,0.53658,0.31232,0.86305,0.97821,0.98,0.98268,0.83529,0.63743,0.3065,0.85962,0.000208375,0.000208375,0.000208375
103,5469.25,0.53417,0.31198,0.86114,0.97905,0.98077,0.98313,0.83803,0.63403,0.30044,0.85925,0.00020425,0.00020425,0.00020425
104,5523.52,0.54938,0.31798,0.86569,0.97769,0.98273,0.98305,0.83651,0.63596,0.30046,0.86238,0.000200125,0.000200125,0.000200125
105,5577.56,0.5411,0.31321,0.86251,0.97738,0.98106,0.98371,0.83977,0.63108,0.30274,0.85942,0.000196,0.000196,0.000196
106,5633.09,0.53153,0.31306,0.86433,0.98136,0.9793,0.98302,0.83871,0.63147,0.29869,0.85909,0.000191875,0.000191875,0.000191875
107,5689.18,0.5287,0.31051,0.86164,0.9788,0.98167,0.98449,0.84148,0.62743,0.30027,0.85755,0.00018775,0.00018775,0.00018775
108,5742.69,0.52658,0.30726,0.86106,0.98246,0.97794,0.98406,0.84234,0.62739,0.29721,0.85483,0.000183625,0.000183625,0.000183625
109,5796.22,0.52501,0.30917,0.85955,0.9805,0.97783,0.98399,0.84257,0.62031,0.2977,0.8561,0.0001795,0.0001795,0.0001795
110,5847.13,0.52214,0.30746,0.85959,0.97587,0.9776,0.98309,0.841,0.61842,0.29898,0.85545,0.000175375,0.000175375,0.000175375
111,5899.85,0.51975,0.30498,0.85914,0.98023,0.97976,0.98473,0.84472,0.6173,0.29599,0.85604,0.00017125,0.00017125,0.00017125
112,5951.74,0.52226,0.3075,0.86044,0.97942,0.98021,0.98407,0.8431,0.62595,0.29774,0.85673,0.000167125,0.000167125,0.000167125
113,6005.02,0.51207,0.30217,0.85558,0.97782,0.98193,0.98473,0.84482,0.61451,0.29329,0.8544,0.000163,0.000163,0.000163
114,6057.12,0.51438,0.30405,0.85641,0.98178,0.9778,0.98354,0.84584,0.61559,0.29633,0.85291,0.000158875,0.000158875,0.000158875
115,6112.02,0.51527,0.30355,0.85955,0.98025,0.98042,0.98409,0.84839,0.61111,0.29295,0.85284,0.00015475,0.00015475,0.00015475
116,6165.35,0.50757,0.29833,0.85556,0.9815,0.97778,0.98314,0.84597,0.61228,0.29311,0.85202,0.000150625,0.000150625,0.000150625
117,6217.34,0.51042,0.30331,0.85629,0.98089,0.97789,0.98219,0.84501,0.61297,0.2927,0.85197,0.0001465,0.0001465,0.0001465
118,6271.28,0.50656,0.30038,0.85496,0.97824,0.97928,0.98325,0.84565,0.61379,0.29037,0.85221,0.000142375,0.000142375,0.000142375
119,6327.53,0.50623,0.2974,0.85593,0.97712,0.98214,0.98501,0.84833,0.60908,0.29109,0.85303,0.00013825,0.00013825,0.00013825
120,6384.06,0.50882,0.29813,0.85602,0.98066,0.97958,0.98402,0.84768,0.60716,0.29102,0.85215,0.000134125,0.000134125,0.000134125
121,6441.41,0.50187,0.29661,0.85461,0.98201,0.97931,0.98318,0.84636,0.60687,0.29001,0.85248,0.00013,0.00013,0.00013
122,6498.11,0.50614,0.29756,0.85564,0.98029,0.97922,0.98319,0.84724,0.60289,0.2921,0.85195,0.000125875,0.000125875,0.000125875
123,6555.67,0.50002,0.29633,0.85638,0.98235,0.97812,0.98443,0.85099,0.59777,0.28843,0.85102,0.00012175,0.00012175,0.00012175
124,6612.49,0.4973,0.29276,0.85325,0.97902,0.98206,0.9855,0.85281,0.59675,0.28825,0.85039,0.000117625,0.000117625,0.000117625
125,6671.52,0.49898,0.29554,0.85613,0.98077,0.9803,0.98468,0.85222,0.59762,0.28888,0.85134,0.0001135,0.0001135,0.0001135
126,6728.92,0.49357,0.29075,0.85385,0.98177,0.98138,0.98605,0.85278,0.59678,0.28822,0.85022,0.000109375,0.000109375,0.000109375
127,6786.61,0.4957,0.29293,0.85301,0.98211,0.9805,0.98528,0.85318,0.59628,0.28774,0.85067,0.00010525,0.00010525,0.00010525
128,6844.25,0.48094,0.28689,0.85122,0.98198,0.98286,0.98541,0.85447,0.59219,0.28679,0.84882,0.000101125,0.000101125,0.000101125
129,6899.91,0.48709,0.29067,0.85295,0.9839,0.97903,0.98558,0.85381,0.59237,0.28674,0.84866,9.7e-05,9.7e-05,9.7e-05
130,6956.39,0.48978,0.28932,0.85114,0.98216,0.98313,0.98508,0.85363,0.58982,0.28418,0.84894,9.2875e-05,9.2875e-05,9.2875e-05
131,7013.75,0.48005,0.28541,0.85077,0.97987,0.98265,0.98401,0.85182,0.59158,0.2849,0.84888,8.875e-05,8.875e-05,8.875e-05
132,7071.05,0.48274,0.28715,0.85036,0.9819,0.98137,0.98485,0.8528,0.59121,0.28385,0.84916,8.4625e-05,8.4625e-05,8.4625e-05
133,7125.66,0.48531,0.28705,0.85265,0.98142,0.98253,0.98485,0.85286,0.59073,0.28333,0.8484,8.05e-05,8.05e-05,8.05e-05
134,7182.13,0.48504,0.28851,0.85292,0.98396,0.97915,0.98567,0.85483,0.58796,0.28234,0.84763,7.6375e-05,7.6375e-05,7.6375e-05
135,7239.2,0.48035,0.28487,0.84864,0.98015,0.98276,0.98558,0.8554,0.58627,0.28314,0.84706,7.225e-05,7.225e-05,7.225e-05
136,7297.03,0.47497,0.28308,0.85255,0.98389,0.98166,0.98522,0.85598,0.58353,0.28172,0.8475,6.8125e-05,6.8125e-05,6.8125e-05
137,7354.32,0.47574,0.28254,0.85058,0.98023,0.98263,0.98578,0.85633,0.58484,0.28222,0.8472,6.4e-05,6.4e-05,6.4e-05
138,7410.75,0.47473,0.28123,0.84904,0.98258,0.98107,0.98562,0.85649,0.5848,0.28122,0.8471,5.9875e-05,5.9875e-05,5.9875e-05
139,7466.87,0.47649,0.28234,0.85124,0.98072,0.98202,0.98543,0.85576,0.58391,0.28105,0.84663,5.575e-05,5.575e-05,5.575e-05
140,7524.3,0.47143,0.28153,0.84767,0.98152,0.9804,0.98531,0.85577,0.58472,0.28018,0.84608,5.1625e-05,5.1625e-05,5.1625e-05
141,7582.62,0.42331,0.25482,0.82367,0.98055,0.9826,0.98438,0.84933,0.58903,0.28284,0.84814,4.75e-05,4.75e-05,4.75e-05
142,7637.08,0.41209,0.25031,0.819,0.98234,0.98075,0.98493,0.85186,0.58782,0.28124,0.84882,4.3375e-05,4.3375e-05,4.3375e-05
143,7690.68,0.40932,0.24742,0.81961,0.98235,0.98171,0.98453,0.85256,0.58542,0.27935,0.84774,3.925e-05,3.925e-05,3.925e-05
144,7745.7,0.40476,0.2454,0.81736,0.98351,0.97957,0.98417,0.85515,0.5842,0.27965,0.84774,3.5125e-05,3.5125e-05,3.5125e-05
145,7799.19,0.40115,0.24469,0.81737,0.98447,0.98038,0.98551,0.8564,0.58096,0.27955,0.84642,3.1e-05,3.1e-05,3.1e-05
146,7854.27,0.40243,0.2448,0.81716,0.98547,0.97942,0.98589,0.85619,0.58015,0.27805,0.84611,2.6875e-05,2.6875e-05,2.6875e-05
147,7908.71,0.39397,0.24162,0.81828,0.98535,0.97899,0.98558,0.85708,0.57945,0.27828,0.84623,2.275e-05,2.275e-05,2.275e-05
148,7962.15,0.39248,0.24126,0.8138,0.98459,0.97959,0.98572,0.85758,0.57784,0.27735,0.84599,1.8625e-05,1.8625e-05,1.8625e-05
149,8017.16,0.39763,0.24186,0.81713,0.98646,0.97936,0.98638,0.85888,0.57552,0.27698,0.84545,1.45e-05,1.45e-05,1.45e-05
150,8070.2,0.39316,0.24199,0.81633,0.98548,0.9799,0.98648,0.85862,0.57516,0.27706,0.84526,1.0375e-05,1.0375e-05,1.0375e-05
